plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
246,,Turtle Dove,Columba Turtur,Streptopelia turtur,European Turtle-Dove,eutdov,eBird/Clements 2025,Q168514,2495708,5788552B694ED7B5,Streptopelia turtur_European Turtle-Dove,,high,yes,Columba Turtur Linn. = Streptopelia turtur (European Turtle-Dove); same species,General List (vol. I); engraved caption on the leaf; crosswalk
247,,Common Pheasant,Phasianus Colchicus,Phasianus colchicus,Ring-necked Pheasant,rinphe1,eBird/Clements 2025,,,,Phasianus colchicus_Ring-necked Pheasant,,high,yes,"anchor, verified on the plate",General List (vol. I); engraved caption on the leaf; crosswalk
248,,"Capercailzie, or Cock of the Wood",Tetrao Urogallus,Tetrao urogallus,Western Capercaillie,wescap1,eBird/Clements 2025,Q129059,2473577,C3221EE24B948F50,Tetrao urogallus_Western Capercaillie,,high,yes,Tetrao Urogallus Linn. = Tetrao urogallus (Western Capercaillie); same species,General List (vol. I); engraved caption on the leaf; crosswalk
249,,Hybrid Grouse,Tetrao hybridus,,,,,,,,,,low,no,"Hybrid Capercaillie x Black Grouse (""Rackelhahn""), not a species. Blank",General List (vol. I); crosswalk
250,,Black Grouse,Tetrao Tetrix,Lyrurus tetrix,Black Grouse,blagro1,eBird/Clements 2025,,,D4441CD6E9C993EF,Lyrurus tetrix_Black Grouse,,high,yes,Tetrao Tetrix Linn. = Lyrurus tetrix (Black Grouse); same species,General List (vol. I); engraved caption on the leaf; crosswalk
251,,"Hazel Grouse, or Gelinotte",Bonasia Europæa,Tetrastes bonasia,Hazel Grouse,hazgro1,eBird/Clements 2025,Q182761,2473663,B8CA2EEB4E7E0CA3,Tetrastes bonasia_Hazel Grouse,,high,yes,Hazel Grouse,General List (vol. I); engraved caption on the leaf; crosswalk
252,,Red Grouse,Lagopus Scoticus,Lagopus lagopus,Willow Ptarmigan,wilpta,eBird/Clements 2025,Q178702,2473421,FC3D07C64FF2C915,Lagopus lagopus_Willow Ptarmigan,subspecies,high,yes,"Red Grouse = L. lagopus scotica, a subspecies of Willow Ptarmigan",General List (vol. I); engraved caption on the leaf; crosswalk
253,,Common Ptarmigan,Lagopus mutus,Lagopus muta,Rock Ptarmigan,rocpta1,eBird/Clements 2025,Q205930,5227679,79B161B7017DD7ED,Lagopus muta_Rock Ptarmigan,,high,yes,Ptarmigan,General List (vol. I); engraved caption on the leaf; crosswalk
254,,Rock Ptarmigan,Lagopus rupestris,Lagopus muta,Rock Ptarmigan,rocpta1,eBird/Clements 2025,Q205930,5227679,79B161B7017DD7ED,Lagopus muta_Rock Ptarmigan,subspecies,high,no,"Lagopus rupestris = L. muta rupestris (the American Rock Ptarmigan), same species as plate 253",General List (vol. I); crosswalk
255,,Willow Ptarmigan,Lagopus Saliceti,Lagopus lagopus,Willow Ptarmigan,wilpta,eBird/Clements 2025,Q178702,2473421,FC3D07C64FF2C915,Lagopus lagopus_Willow Ptarmigan,,high,no,"Lagopus saliceti Swains. = Willow Ptarmigan (Red Grouse, plate 252, is its subspecies)",General List (vol. I); crosswalk
256,,Short-toed Ptarmigan,Lagopus brachydactylus,,,,,,,,,,low,no,"Lagopus brachydactylus Temm. is a doubtful name, usually sunk in Willow Ptarmigan (Lagopus lagopus), but not certainly not a Rock Ptarmigan; blank unless the plate settles it",General List (vol. I); crosswalk
257,,Sand Grouse,Pterocles arenarius,Pterocles orientalis,Black-bellied Sandgrouse,blbsan1,eBird/Clements 2025,Q383182,2480193,06B41945B9E57EC4,Pterocles orientalis_Black-bellied Sandgrouse,,high,yes,Sand Grouse = Black-bellied Sandgrouse,General List (vol. I); engraved caption on the leaf; crosswalk
258,,Pintailed Sand Grouse,Pterocles setarius,Pterocles alchata,Pin-tailed Sandgrouse,pitsan1,eBird/Clements 2025,Q753741,2480204,493C4CF8D0200AB4,Pterocles alchata_Pin-tailed Sandgrouse,,high,yes,Pterocles setarius Temm. = Pin-tailed Sandgrouse,General List (vol. I); engraved caption on the leaf; crosswalk
259,,European Francolin,Francolinus vulgaris,Francolinus francolinus,Black Francolin,blkfra,eBird/Clements 2025,Q285165,5227919,50658B225BD16740,Francolinus francolinus_Black Francolin,,high,yes,Black Francolin,General List (vol. I); engraved caption on the leaf; crosswalk
260,,Red-legged Partridge,Perdix rubra,Alectoris rufa,Red-legged Partridge,relpar1,eBird/Clements 2025,Q754863,2474051,F71E0BE60C5B3C98,Alectoris rufa_Red-legged Partridge,,high,yes,"Perdix rubra Ray. = Alectoris rufa (Red-legged Partridge); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
261,1. Barbary Partridge.,Barbary Partridge,Perdix petrosa,Alectoris barbara,Barbary Partridge,barpar2,eBird/Clements 2025,Q202423,2474045,D44B2846BB2436A7,Alectoris barbara_Barbary Partridge,,high,yes,"Perdix petrosa Lath. = Alectoris barbara (Barbary Partridge); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
261,2. Greek Partridge.,Greek Partridge,Perdix saxatilis,Alectoris graeca,Rock Partridge,rocpar2,eBird/Clements 2025,Q492684,2474055,44437074E18EB422,Alectoris graeca_Rock Partridge,,high,yes,"Greek Partridge = Rock Partridge (Chukar split off, is Asian)",General List (vol. I); engraved caption on the leaf; crosswalk
262,,Common Partridge,Perdix cinerea,Perdix perdix,Gray Partridge,grypar,eBird/Clements 2025,Q26106,2473958,C013A20E7F91419D,Perdix perdix_Gray Partridge,,high,yes,Grey Partridge,General List (vol. I); engraved caption on the leaf; crosswalk
263,,Quail,Coturnix dactylisonans,Coturnix coturnix,Common Quail,comqua1,eBird/Clements 2025,Q28358,2474156,CAFE345DCABD8BF8,Coturnix coturnix_Common Quail,,high,yes,Common Quail,General List (vol. I); engraved caption on the leaf; crosswalk
264,,Andalusian Turnix,Hemipodius tachydromus,Turnix sylvaticus,Small Buttonquail,smabut2,eBird/Clements 2025,Q18836,2475001,0DA8BB90D5401FDB,Turnix sylvaticus_Small Buttonquail,,high,yes,Andalusian Hemipode = Small Buttonquail,General List (vol. I); engraved caption on the leaf; crosswalk
265,,Collared Pratincole,Glareola torquata,Glareola pratincola,Collared Pratincole,colpra,eBird/Clements 2025,Q330310,2480757,D56ABB4EE468E9EF,Glareola pratincola_Collared Pratincole,,high,yes,Collared Pratincole,General List (vol. I); engraved caption on the leaf; crosswalk
266,,Cream-coloured Courser,Cursorius Isabellinus,,,,,,,,,,high,no,"Cursorius Isabellinus = Cursorius cursor, which is not a BirdNET V2.4 label; blank. Cream-coloured Courser",General List (vol. I); crosswalk
267,,Great Bustard,Otis Tarda,,,,,,,,,,high,no,"Otis Tarda = Otis tarda, which is not a BirdNET V2.4 label; blank",General List (vol. I); crosswalk
268,,Ruffed Bustard,Otis Houbara,,,,,,,,,,low,no,"Houbara Bustard, now split (African C. undulata / Asian C. macqueenii); neither is a BirdNET label. Blank",General List (vol. I); crosswalk
269,,Little Bustard,Otis tetrax,Tetrax tetrax,Little Bustard,litbus1,eBird/Clements 2025,Q188601,5228228,56E3016D3370A6D5,Tetrax tetrax_Little Bustard,,high,yes,Otis tetrax Linn. = Tetrax tetrax (Little Bustard); same species,General List (vol. I); engraved caption on the leaf; crosswalk
270,,Common Crane,Grus cinerea,Grus grus,Common Crane,comcra,eBird/Clements 2025,Q4764,2474950,99B8841E764117B1,Grus grus_Common Crane,,high,yes,Common Crane,General List (vol. I); engraved caption on the leaf; crosswalk
271,,White Crane,Grus leucogeranus,Leucogeranus leucogeranus,Siberian Crane,sibcra1,eBird/Clements 2025,Q21949185,9531123,77845DAD1C49E8F1,Leucogeranus leucogeranus_Siberian Crane,,high,yes,Siberian Crane,General List (vol. I); engraved caption on the leaf; crosswalk
272,,Numidian Demoiselle,Anthropoïdes Virgo,Grus virgo,Demoiselle Crane,demcra1,eBird/Clements 2025,,,64DDD14DF2EB9B39,Anthropoides virgo_Demoiselle Crane,,high,yes,Demoiselle Crane,General List (vol. I); engraved caption on the leaf; crosswalk
273,,Common Heron,Ardea cinerea,Ardea cinerea,Gray Heron,graher1,eBird/Clements 2025,Q25273,9797180,6AC87967DC86D7EE,Ardea cinerea_Gray Heron,,high,yes,Ardea cinerea Lath. = Ardea cinerea (Gray Heron); same species,General List (vol. I); engraved caption on the leaf; crosswalk
274,,Purple Heron,Ardea purpurea,Ardea purpurea,Purple Heron,purher1,eBird/Clements 2025,Q160488,2480934,8D6CB009B4D20368,Ardea purpurea_Purple Heron,,high,yes,Ardea purpurea Linn. = Ardea purpurea (Purple Heron); same species,General List (vol. I); engraved caption on the leaf; crosswalk
275,,Squacco Heron,Ardea comata,Ardeola ralloides,Squacco Heron,squher1,eBird/Clements 2025,Q191394,2480906,CE73EBD7A90E9FCF,Ardeola ralloides_Squacco Heron,,high,yes,Ardea comata Pall. = Squacco Heron,General List (vol. I); engraved caption on the leaf; crosswalk
276,,Great Egret,Ardea alba,Ardea alba,Great Egret,greegr,eBird/Clements 2025,Q130730,9752617,49D9148A171E7F2E,Ardea alba_Great Egret,,high,yes,Ardea alba Linn. = Ardea alba (Great Egret); same species,General List (vol. I); engraved caption on the leaf; crosswalk
277,,Little Egret,Ardea garzetta,Egretta garzetta,Little Egret,litegr,eBird/Clements 2025,Q131709,2480876,A6E9EDE55D229ED9,Egretta garzetta_Little Egret,,high,yes,Ardea garzetta Linn. = Egretta garzetta (Little Egret); same species,General List (vol. I); engraved caption on the leaf; crosswalk
278,,Rufous-backed Egret,Ardea russata,Ardea ibis,Western Cattle-Egret,categr1,eBird/Clements 2025,,,AB1CB216,Bubulcus ibis_Cattle Egret,,high,yes,"Ardea russata Wagl. = Cattle Egret (buff breeding dress); Western/Eastern split pending in some lists, BirdNET keeps one Bubulcus ibis",General List (vol. I); engraved caption on the leaf; crosswalk
279,,Common Night Heron,Nycticorax Europæus,Nycticorax nycticorax,Black-crowned Night Heron,bcnher,eBird/Clements 2025,Q126216,2480863,6BB94D7EA4D041A8,Nycticorax nycticorax_Black-crowned Night-Heron,,high,yes,"Nycticorax Europæus Steph. = Nycticorax nycticorax (Black-crowned Night-Heron); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
280,,Common Bittern,Botaurus stellaris,Botaurus stellaris,Eurasian Bittern,grebit1,eBird/Clements 2025,Q25709,2480910,0F42F11AC607C758,Botaurus stellaris_Great Bittern,,high,yes,Botaurus stellaris Steph. = Botaurus stellaris (Great Bittern); same species,General List (vol. I); engraved caption on the leaf; crosswalk
281,,Freckled Bittern,Botaurus lentiginosus,Botaurus lentiginosus,American Bittern,amebit,eBird/Clements 2025,Q743017,2480911,13E9F9B48CD5A08A,Botaurus lentiginosus_American Bittern,,high,yes,American Bittern,General List (vol. I); engraved caption on the leaf; crosswalk
282,,Little Bittern,Botaurus minutus,Botaurus minutus,Little Bittern,litbit1,eBird/Clements 2025,Q25587867,2480850,7AAD57ACA1C4ECA9,Ixobrychus minutus_Little Bittern,,high,yes,Botaurus minutus Selby. = Ixobrychus minutus (Little Bittern); same species,General List (vol. I); engraved caption on the leaf; crosswalk
283,,White Stork,Ciconia alba,Ciconia ciconia,White Stork,whisto1,eBird/Clements 2025,Q25352,2481912,28825494A08AFE5A,Ciconia ciconia_White Stork,,high,yes,"Ciconia alba Bellon. = Ciconia ciconia (White Stork); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
284,,Black Stork,Ciconia nigra,Ciconia nigra,Black Stork,blasto1,eBird/Clements 2025,Q25398,2481909,E2817DAE1B24B31E,Ciconia nigra_Black Stork,,high,yes,Ciconia nigra Bellon. = Ciconia nigra (Black Stork); same species,General List (vol. I); engraved caption on the leaf; crosswalk
285,,Maguari Stork,Ciconia Maguari,,,,,,,,,,high,no,"Ciconia Maguari = Ciconia maguari, which is not a BirdNET V2.4 label; blank. Maguari Stork (a South American bird Gould admitted on one record)",General List (vol. I); crosswalk
286,,Spoonbill,Platalea leucorodia,Platalea leucorodia,Eurasian Spoonbill,eurspo1,eBird/Clements 2025,Q171360,2480801,A0A584C1E7D786FE,Platalea leucorodia_Eurasian Spoonbill,,high,yes,Platalea leucorodia Linn. = Platalea leucorodia (Eurasian Spoonbill); same species,General List (vol. I); engraved caption on the leaf; crosswalk
287,,Common Flamingo,Phœnicopterus ruber,Phoenicopterus roseus,Greater Flamingo,grefla3,eBird/Clements 2025,Q179863,4352332,0F9B5174A8ACF737,Phoenicopterus roseus_Greater Flamingo,,high,yes,Gould's Old World flamingo = Greater Flamingo P. roseus. Trap: modern P. ruber is the American Flamingo,General List (vol. I); engraved caption on the leaf; crosswalk
288,,Thick-kneed Bustard,Œdicnemus crepitans,Burhinus oedicnemus,Eurasian Thick-knee,eutkne1,eBird/Clements 2025,Q184834,2482100,C7DB323E37CEDBE6,Burhinus oedicnemus_Eurasian Thick-knee,,high,yes,Stone Curlew = Eurasian Thick-knee,General List (vol. I); engraved caption on the leaf; crosswalk
289,,Long-legged Plover,Himantopus melanopterus,Himantopus himantopus,Black-winged Stilt,bkwsti,eBird/Clements 2025,Q178821,5229126,AC6252CA7ACD600E,Himantopus himantopus_Black-winged Stilt,,high,yes,Black-winged Stilt,General List (vol. I); engraved caption on the leaf; crosswalk
290,,Grey Plover,Squatarola cinerea,Pluvialis squatarola,Black-bellied Plover,bkbplo,eBird/Clements 2025,Q18835,2480327,27903EF7E618A6A2,Pluvialis squatarola_Black-bellied Plover,,high,yes,Grey Plover,General List (vol. I); engraved caption on the leaf; crosswalk
291,,Lapwing,Vanellus cristatus,Vanellus vanellus,Northern Lapwing,norlap,eBird/Clements 2025,Q25392,2480242,F029489ABD9D1334,Vanellus vanellus_Northern Lapwing,,high,yes,"Vanellus cristatus Meyer. = Vanellus vanellus (Northern Lapwing); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
292,,Keptuschka Lapwing,Vanellus Keptuschka,,,,,,,,,,high,no,"Vanellus Keptuschka = Vanellus gregarius, which is not a BirdNET V2.4 label; blank. Sociable Lapwing",General List (vol. I); crosswalk
293,,Spur-winged Plover,Pluvianus spinosus,Vanellus spinosus,Spur-winged Lapwing,spwlap1,eBird/Clements 2025,Q749126,5229142,F5E92B225F648330,Vanellus spinosus_Spur-winged Lapwing,,high,yes,Spur-winged Lapwing,General List (vol. I); engraved caption on the leaf; crosswalk
294,,Golden Plover,Charadrius pluvialis,Pluvialis apricaria,European Golden-Plover,eugplo,eBird/Clements 2025,Q21148,2480332,25A20BA6F7EA9D9A,Pluvialis apricaria_European Golden-Plover,,high,yes,Charadrius pluvialis Linn. = European Golden Plover,General List (vol. I); engraved caption on the leaf; crosswalk
295,,Dottrell,Charadrius morinellus,Eudromias morinellus,Eurasian Dotterel,eurdot,eBird/Clements 2025,Q202504,2480281,20BE9DF14579BD4A,Charadrius morinellus_Eurasian Dotterel,,high,yes,Dotterel,General List (vol. I); engraved caption on the leaf; crosswalk
296,,Ring Dottrell,Charadrius hiaticula,Charadrius hiaticula,Common Ringed Plover,corplo,eBird/Clements 2025,Q26816,9566659,EDA37B7C5D4A25ED,Charadrius hiaticula_Common Ringed Plover,,high,yes,Ringed Plover,General List (vol. I); engraved caption on the leaf; crosswalk
297,,Little Ring Dottrell,Charadrius minor,Thinornis dubius,Little Ringed Plover,lirplo,eBird/Clements 2025,Q18851,7937336,35EC3BBF166AB032,Charadrius dubius_Little Ringed Plover,,high,yes,Charadrius minor Meyer = Little Ringed Plover,General List (vol. I); engraved caption on the leaf; crosswalk
298,,Kentish Plover,Charadrius Cantianus,Anarhynchus alexandrinus,Kentish Plover,kenplo1,eBird/Clements 2025,Q18855,2480311,0A787822FDD6B58C,Charadrius alexandrinus_Kentish Plover,,high,yes,Kentish Plover,General List (vol. I); engraved caption on the leaf; crosswalk
299,,Red-chested Dottrell,Charadrius pyrrhothorax,,,,,,,,,,low,no,"Charadrius pyrrhothorax Temm. is a sand plover (Lesser Sand-Plover C. mongolus complex, now split Siberian/Tibetan); which daughter and even which sand plover is uncertain. Blank",General List (vol. I); crosswalk
300,,Oyster Catcher,Hæmatopus Ostralegus,Haematopus ostralegus,Eurasian Oystercatcher,euroys1,eBird/Clements 2025,Q25928,7788295,ED66316522B99A30,Haematopus ostralegus_Eurasian Oystercatcher,,high,yes,Hæmatopus Ostralegus Linn. = Haematopus ostralegus (Eurasian Oystercatcher); same species,General List (vol. I); engraved caption on the leaf; crosswalk
301,,Glossy Ibis,Ibis Falcinellus,Plegadis falcinellus,Glossy Ibis,gloibi,eBird/Clements 2025,Q178811,2480773,D4540F880A3EC3BB,Plegadis falcinellus_Glossy Ibis,,high,yes,Ibis Falcinellus Temm. = Plegadis falcinellus (Glossy Ibis); same species,General List (vol. I); engraved caption on the leaf; crosswalk
302,,Common Curlew,Numenius arquata,Numenius arquata,Eurasian Curlew,eurcur,eBird/Clements 2025,Q18854,2481792,3BB5CBA66CF48884,Numenius arquata_Eurasian Curlew,,high,yes,Numenius arquata Lath. = Numenius arquata (Eurasian Curlew); same species,General List (vol. I); engraved caption on the leaf; crosswalk
303,,Whimbrel,Numenius Phæopus,Numenius phaeopus,Eurasian Whimbrel,whimbr5,eBird/Clements 2025,,,,Numenius phaeopus_Whimbrel,,high,yes,Whimbrel (Eurasian); eBird splits Whimbrel; the binomial stays with Eurasian Whimbrel,General List (vol. I); engraved caption on the leaf; crosswalk
304,,Slender-billed Curlew,Numenius tenuirostris,,,,,,,,,,high,no,Slender-billed Curlew is not a BirdNET label (probably extinct). Blank,General List (vol. I); crosswalk
305,,Black-tailed Godwit,Limosa melanura,Limosa limosa,Black-tailed Godwit,bktgod,eBird/Clements 2025,Q18841,2481685,454B5CD5F5285B77,Limosa limosa_Black-tailed Godwit,,high,yes,Black-tailed Godwit,General List (vol. I); engraved caption on the leaf; crosswalk
306,,Bar-tailed Godwit,Limosa rufa,Limosa lapponica,Bar-tailed Godwit,batgod,eBird/Clements 2025,Q18864,2481681,9A684C997C1AF1BA,Limosa lapponica_Bar-tailed Godwit,,high,yes,Bar-tailed Godwit,General List (vol. I); engraved caption on the leaf; crosswalk
307,,Terek Godwit,Limosa Terek,Xenus cinereus,Terek Sandpiper,tersan,eBird/Clements 2025,Q18856,2481703,6D5992EEE12070E8,Xenus cinereus_Terek Sandpiper,,high,yes,Terek Godwit = Terek Sandpiper,General List (vol. I); engraved caption on the leaf; crosswalk
308,,Avocet,Recurvirostra Avocetta,Recurvirostra avosetta,Pied Avocet,pieavo1,eBird/Clements 2025,Q26147,2480259,C73ED2F5D88625BA,Recurvirostra avosetta_Pied Avocet,,high,yes,"Recurvirostra Avocetta Linn. = Recurvirostra avosetta (Pied Avocet); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
309,,Spotted Redshank,Totanus fuscus,Tringa erythropus,Spotted Redshank,spored,eBird/Clements 2025,Q28103,2481725,0895DD84DB3A45D1,Tringa erythropus_Spotted Redshank,,high,yes,Totanus fuscus = Spotted Redshank,General List (vol. I); engraved caption on the leaf; crosswalk
310,,Redshank,Totanus calidris,Tringa totanus,Common Redshank,comred1,eBird/Clements 2025,Q18859,2481714,D6BFC73A3E067711,Tringa totanus_Common Redshank,,high,yes,Redshank,General List (vol. I); engraved caption on the leaf; crosswalk
311,,Semipalmated Sandpiper,Totanus semipalmatus,Tringa semipalmata,Willet,willet1,eBird/Clements 2025,Q831611,5789298,E7A14E91456CB432,Tringa semipalmata_Willet,,high,yes,Totanus semipalmatus Temm. = Willet. Trap: Gould's English 'Semipalmated Sandpiper' is not today's C. pusilla,General List (vol. I); engraved caption on the leaf; crosswalk
312,,Greenshank,Totanus glottis,Tringa nebularia,Common Greenshank,comgre,eBird/Clements 2025,Q18840,2481726,18B415D28BBF934C,Tringa nebularia_Common Greenshank,,high,yes,Greenshank,General List (vol. I); engraved caption on the leaf; crosswalk
313,,Bartram's Sandpiper,Totanus Bartramius,Bartramia longicauda,Upland Sandpiper,uplsan,eBird/Clements 2025,Q530194,2481705,BF1DA86E0714FD01,Bartramia longicauda_Upland Sandpiper,,high,yes,Bartram's Sandpiper = Upland Sandpiper,General List (vol. I); engraved caption on the leaf; crosswalk
314,,Marsh Sandpiper,Totanus stagnatilis,Tringa stagnatilis,Marsh Sandpiper,marsan,eBird/Clements 2025,Q28355,2481719,15CF9352AD0E92DF,Tringa stagnatilis_Marsh Sandpiper,,high,yes,Totanus stagnatilis Bechst. = Tringa stagnatilis (Marsh Sandpiper); same species,General List (vol. I); engraved caption on the leaf; crosswalk
315,1. Green Sandpiper.,Green Sandpiper,Totanus ochropus,Tringa ochropus,Green Sandpiper,grnsan,eBird/Clements 2025,Q28450,2481728,A7B17EFC92B53D29,Tringa ochropus_Green Sandpiper,,high,yes,Totanus ochropus Temm. = Tringa ochropus (Green Sandpiper); same species,General List (vol. I); engraved caption on the leaf; crosswalk
315,2. Wood Sandpiper.,Wood Sandpiper,Totanus Glareola,Tringa glareola,Wood Sandpiper,woosan,eBird/Clements 2025,Q18837,2481713,8E67DC5F68BDF62C,Tringa glareola_Wood Sandpiper,,high,yes,Totanus Glareola Temm. = Tringa glareola (Wood Sandpiper); same species,General List (vol. I); engraved caption on the leaf; crosswalk
316,,Common Sandpiper,Totanus Hypoleucus,Actitis hypoleucos,Common Sandpiper,comsan,eBird/Clements 2025,Q18850,2481800,8548B07ECA48773F,Actitis hypoleucos_Common Sandpiper,,high,yes,"Totanus Hypoleucus Temm. = Actitis hypoleucos (Common Sandpiper); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
317,,Spotted Sandpiper,Totanus macularius,Actitis macularius,Spotted Sandpiper,sposan,eBird/Clements 2025,Q389691,,0D88C072E71FE4B8,Actitis macularius_Spotted Sandpiper,,high,yes,Totanus macularius Temm. = Actitis macularius (Spotted Sandpiper); same species,General List (vol. I); engraved caption on the leaf; crosswalk
318,,Turnstone,Strepsilas collaris,Arenaria interpres,Ruddy Turnstone,rudtur,eBird/Clements 2025,Q26892,2481776,DC3050A9771F2CE9,Arenaria interpres_Ruddy Turnstone,,high,yes,Turnstone,General List (vol. I); engraved caption on the leaf; crosswalk
319,,Woodcock,Scolopax rusticola,Scolopax rusticola,Eurasian Woodcock,eurwoo,eBird/Clements 2025,Q26114,2481700,BFE14290EA4326FA,Scolopax rusticola_Eurasian Woodcock,,high,yes,Scolopax rusticola Linn. = Scolopax rusticola (Eurasian Woodcock); same species,General List (vol. I); engraved caption on the leaf; crosswalk
320,,Great Snipe,Scolopax major,Gallinago media,Great Snipe,gresni1,eBird/Clements 2025,Q27171,2481831,BCCD5840C7A6D538,Gallinago media_Great Snipe,,high,yes,Great Snipe,General List (vol. I); engraved caption on the leaf; crosswalk
321,2. Common Snipe.,Sabine's Snipe,Scolopax Sabini,Gallinago gallinago,Common Snipe,comsni,eBird/Clements 2025,Q25692,2481819,9151E0BA75761647,Gallinago gallinago_Common Snipe,variant,judged,yes,"Sabine's Snipe is the melanistic morph of the Common Snipe, not a species; confirm Gould's figure is that dark snipe | Decided 25 Sep 2026 on the review page, checked against Dresser and the KU catalogue (see gould_europe.yaml).",General List (vol. I); engraved caption on the leaf; crosswalk
321,2. Common Snipe.,Common Snipe,Scolopax Gallinago,Gallinago gallinago,Common Snipe,comsni,eBird/Clements 2025,Q25692,2481819,9151E0BA75761647,Gallinago gallinago_Common Snipe,,high,yes,Scolopax Gallinago Linn. = Gallinago gallinago (Common Snipe); same species,General List (vol. I); engraved caption on the leaf; crosswalk
322,,Jack Snipe,Scolopax Gallinula,Lymnocryptes minimus,Jack Snipe,jacsni,eBird/Clements 2025,Q26711,2481835,1A15F0C6B4948C52,Lymnocryptes minimus_Jack Snipe,,high,yes,Scolopax gallinula Linn. = Jack Snipe,General List (vol. I); engraved caption on the leaf; crosswalk
323,,Grey Snipe,Macroramphus griseus,Limnodromus griseus,Short-billed Dowitcher,shbdow,eBird/Clements 2025,Q371633,2481672,4A3B2CFF53868550,Limnodromus griseus_Short-billed Dowitcher,,judged,yes,"Macroramphus griseus = Short-billed Dowitcher by name, but Long-billed (L. scolopaceus) was lumped then and is the usual European vagrant; confirm Gould's figure | Decided 25 Sep 2026 on the review page, checked against Dresser and the KU catalogue (see gould_europe.yaml).",General List (vol. I); engraved caption on the leaf; crosswalk
324,,Knot,Calidris Canutus,Calidris canutus,Red Knot,redkno,eBird/Clements 2025,Q27124,2481765,B5CE8FAD18923A94,Calidris canutus_Red Knot,,high,yes,Knot,General List (vol. I); engraved caption on the leaf; crosswalk
325,,Ruff,Machetes pugnax,Calidris pugnax,Ruff,ruff,eBird/Clements 2025,Q28122714,8250742,2DABF98FBEEAB7BB,Calidris pugnax_Ruff,,high,yes,Machetes pugnax Cuv. = Calidris pugnax (Ruff); same species,General List (vol. I); engraved caption on the leaf; crosswalk
326,,Buff-breasted Sandpiper,Tringa rufescens,Calidris subruficollis,Buff-breasted Sandpiper,bubsan,eBird/Clements 2025,Q27452709,8292425,3A3C62BC935BDA72,Calidris subruficollis_Buff-breasted Sandpiper,,high,yes,Tringa rufescens Vieill. = Buff-breasted Sandpiper,General List (vol. I); engraved caption on the leaf; crosswalk
327,,Pectoral Sandpiper,Tringa pectoralis,Calidris melanotos,Pectoral Sandpiper,pecsan,eBird/Clements 2025,Q260716,2481744,ACC99F35F0E8F7EB,Calidris melanotos_Pectoral Sandpiper,,high,yes,Tringa pectoralis Say = Pectoral Sandpiper,General List (vol. I); engraved caption on the leaf; crosswalk
328,,Pygmy Curlew,Tringa subarquata,Calidris ferruginea,Curlew Sandpiper,cursan,eBird/Clements 2025,Q62345,2481741,143A681C9BCE9A20,Calidris ferruginea_Curlew Sandpiper,,high,yes,Pygmy Curlew / Tringa subarquata = Curlew Sandpiper,General List (vol. I); engraved caption on the leaf; crosswalk
329,,"Dunlin, or Purre",Tringa variabilis,Calidris alpina,Dunlin,dunlin,eBird/Clements 2025,Q26650,2481759,15369E8EB4CBD064,Calidris alpina_Dunlin,,high,yes,Dunlin,General List (vol. I); engraved caption on the leaf; crosswalk
330,,Schinz's Sandpiper,Tringa Schinzii,Calidris fuscicollis,White-rumped Sandpiper,whrsan,eBird/Clements 2025,Q599749,2481756,153BA3069DFCDDCA,Calidris fuscicollis_White-rumped Sandpiper,,judged,yes,"Tringa schinzii Bonap. (not Brehm's Dunlin race) = White-rumped Sandpiper; but the name 'Schinz's Sandpiper' was also used in Europe for small Dunlins (C. alpina schinzii). Confirm on the plate (white rump, long wings) | Decided 25 Sep 2026 on the review page, checked against Dresser and the KU catalogue (see gould_europe.yaml).",General List (vol. I); engraved caption on the leaf; crosswalk
331,,Broad-billed Tringa,Tringa platyrhyncha,Calidris falcinellus,Broad-billed Sandpiper,brbsan,eBird/Clements 2025,Q28114227,7537888,0A14882F5F9F64E6,Calidris falcinellus_Broad-billed Sandpiper,,high,yes,Broad-billed Sandpiper,General List (vol. I); engraved caption on the leaf; crosswalk
332,,Little Sandpiper,Tringa minuta,Calidris minuta,Little Stint,litsti,eBird/Clements 2025,Q27232,2481749,9936FF4AFB430504,Calidris minuta_Little Stint,,high,yes,Little Stint,General List (vol. I); engraved caption on the leaf; crosswalk
333,,Temminck's Tringa,Tringa Temminckii,Calidris temminckii,Temminck's Stint,temsti,eBird/Clements 2025,Q58921,2481740,5ACF7FB313BEF9EA,Calidris temminckii_Temminck's Stint,,high,yes,Tringa Temminckii Leisl. = Calidris temminckii (Temminck's Stint); same species,General List (vol. I); engraved caption on the leaf; crosswalk
334,,Purple Sandpiper,Tringa maritima,Calidris maritima,Purple Sandpiper,pursan,eBird/Clements 2025,Q62359,2481743,0A0B84313ACFFB2F,Calidris maritima_Purple Sandpiper,,high,yes,Tringa maritima Brunn. = Calidris maritima (Purple Sandpiper); same species,General List (vol. I); engraved caption on the leaf; crosswalk
